node_id,vendorid,deliverytype,resourcetype,dialtype,nattype,scheduleisps,regsource,customermode,province,isp,city,device_type,arch_type,isvm,qoskiller_status,bw,os,arch,bw_rated,corenum,memtotal,totaldisksize,hdddisksize,ssddisksize,systemdisksize
ant2c514b7541cec3d85bc151ca488b5,76214,smallBox,aggregation,dhcpNetSingle,restricPort,,self,specified,广东,电信,广州,droid.B,host,False,,0,,,,,,,,,
ant2d9bf017a01293487927d69ab922b,76214,smallBox,aggregation,dhcpNetSingle,full,,self,specified,广东,联通,潮州,droid.A,host,False,,0,,,,,,,,,
ant2be167e257a9e30aa9bed901a7657,76214,smallBox,aggregation,dhcpNetSingle,restricPort,,self,specified,上海,电信,上海,droid.B,host,False,,0,,,,,,,,,
ant2e08b89b97fe7395f983b8c09f8f7,76214,smallBox,aggregation,dhcpNetSingle,restricPort,,self,specified,陕西,电信,西安,droid.B,host,False,,0,,,,,,,,,
ant2b078d2acf7943ea1b2d32bcd6688,76214,smallBox,aggregation,dhcpNetSingle,symmetric,,self,specified,江苏,电信,南通,droid.A,host,False,,0,android,armeabi-v7a,83.9,4.0,3732172.0,53493817671.0,0.0,0.0,53493817671.0
ant2e74e041795203957b7ae351c104b,73394,smallBox,aggregation,dhcpNetSingle,restricPort,,self,specified,湖北,电信,潜江,droid.B,host,False,,0,android,armeabi-v7a,10.23,4.0,4063504.0,5604932321.0,0.0,0.0,5604932321.0
ant2e17aedcbe37a362fa2f3fe340df0,50903,smallBox,aggregation,dhcpNetSingle,restricPort,,self,specified,广东,联通,中山,droid.B,host,False,,0,,,,,,,,,
antys004366a7a26c142201360cd3db2,50893,smallBox,aggregation,virtualRoute,symmetric,,self,,广东,联通,河源,micro.C,,False,,0,,,,,,,,,
ant2ad8759139bae3bcd9b4c81d9da24,76214,smallBox,aggregation,dhcpNetSingle,restricPort,,self,specified,北京,联通,北京,droid.B,host,False,,0,,,,,,,,,
antys0284275811173779a94eaf1f843,50893,smallBox,aggregation,virtualRoute,symmetric,,self,,安徽,联通,芜湖,micro.C,,False,,0,,,,,,,,,
antys0545342c00f8be41669ef110bdd,50893,smallBox,aggregation,virtualRoute,symmetric,,self,,北京,联通,北京,micro.C,,False,,0,,,,,,,,,
antac9a9b1f3d19365964bb1b826442f,87053,smallBox,aggregation,staticNetSingle,public,联通,self,specified,北京,电信,北京,ant.C,,False,default,0,,,,,,,,,
ant2f0036f4da61f3beb9d42a3d8a28f,36339,smallBox,aggregation,dhcpNetSingle,symmetric,,self,specified,河南,联通,漯河,droid.B,host,False,,0,,,,,,,,,
antys1aaf3d9ef602446641b370c70c4,50893,smallBox,aggregation,virtualRoute,symmetric,,self,,浙江,电信,温州,micro.C,,False,,0,,,,,,,,,
ant2c1d1f37a0e8e3fc98fd91a09ecb6,76214,smallBox,aggregation,dhcpNetSingle,restricPort,,self,specified,山东,联通,济宁,droid.A,host,False,,0,android,armeabi-v7a,86.03,4.0,3844872.0,43916040601.0,0.0,0.0,43916040601.0
ant2f786e1f76a083bfbbabf7b42158e,76214,smallBox,aggregation,dhcpNetSingle,restricPort,,self,specified,广东,电信,广州,droid.B,host,False,default,0,android,armeabi-v7a,93.36,4.0,3840548.0,57756572712.0,0.0,0.0,57756572712.0
ant43eb1481ea0a5f63e617843844205,82622,smallBox,aggregation,dhcpNetSingle,restricPort,,self,specified,福建,移动,厦门,ant.C,host,False,default,0,,,,,,,,,
ant2d87271bf0979366ea1863ba48f80,52176,smallBox,aggregation,dhcpNetSingle,restricPort,,self,specified,山东,联通,济宁,droid.B,host,False,on,0,android,armeabi-v7a,13.35,4.0,2019608.0,58057220423.0,0.0,0.0,58057220423.0
ant4e10ade6abe8a85a58d012aea1c39,90709,smallBox,aggregation,dhcpNetSingle,restricPort,,self,specified,北京,联通,北京,ant.B,,False,,0,linux,,86.48,4.0,1909808.0,125090922496.0,0.0,0.0,125090922496.0
ant2f667303d19d23a799e97f106476a,36339,smallBox,aggregation,dhcpNetSingle,restricPort,,self,specified,黑龙江,电信,鹤岗,droid.B,host,False,,0,,,,,,,,,
ant2d84df409f3cb3611a88606d08533,76214,smallBox,aggregation,dhcpNetSingle,restricPort,,self,specified,辽宁,联通,本溪,droid.B,host,False,,0,,,,,,,,,
anta2f8305616232f8d42d01c6c95557,94808,smallBox,aggregation,staticNetSingle,public,,self,specified,湖北,电信,襄阳,ant.C,,False,default,0,,,,,,,,,
ant2df221801e517389b9585253f7b69,52176,smallBox,aggregation,dhcpNetSingle,restricPort,,self,specified,重庆,电信,重庆,droid.B,host,False,default,0,,,,,,,,,
ant29b44d7f19724372ebd377695698c,52176,smallBox,aggregation,dhcpNetSingle,restricPort,,self,specified,陕西,联通,西安,droid.B,host,False,,0,android,armeabi-v7a,99.05,4.0,2055148.0,117542517473.0,0.0,0.0,117542517473.0
ant87849062d2322251e0a8d5f3a5da3,72016,smallBox,aggregation,dhcpNetSingle,restricPort,,self,specified,湖南,联通,长沙,ant.C,,False,default,0,,,,,,,,,
ant4bc2ed520aab806ea1626a8afb685,77385,smallBox,aggregation,dhcpNetSingle,restricPort,,self,specified,四川,联通,成都,droid.B,host,False,,0,android,armeabi-v7a,527.42,4.0,1015976.0,6249177415.0,0.0,0.0,6249177415.0
ant2b8930b53278336699b89d855bc56,76214,smallBox,aggregation,dhcpNetSingle,restricPort,,self,specified,湖北,电信,武汉,droid.B,host,False,default,0,android,armeabi-v7a,45.06,4.0,2039956.0,11177652387.0,0.0,0.0,11177652387.0
ant2c60facacf263353f947eed72d579,36339,smallBox,aggregation,dhcpNetSingle,symmetric,,self,specified,山东,联通,德州,droid.B,host,False,default,0,android,armeabi-v7a,11.88,4.0,1048576.0,4724464025.0,0.0,0.0,4724464025.0
antys051cef3c3f43dbea08c828f3824,50893,smallBox,aggregation,virtualRoute,symmetric,,self,,湖南,联通,株洲,micro.C,,False,,0,,,,,,,,,
antys030fffa6ce9bde1d4d73091c7cf,50893,smallBox,aggregation,virtualRoute,symmetric,,self,,辽宁,联通,大连,micro.C,,False,,0,,,,,,,,,
antba106973af18f8d4b240f969842fe,79211,smallBox,aggregation,dhcpNetSingle,full,,self,specified,云南,电信,昆明,ant.B,,False,default,0,,,,,,,,,
antefa0b03a3704bce740fc7b45e033e,71447,smallBox,aggregation,serverDial,full,,self,specified,广西,联通,南宁,ant.B,,False,default,0,linux,,730.24,4.0,1909808.0,7838315315.0,0.0,0.0,7838315315.0
ant56428bd645a79732bc09ac18de21e,90116,smallBox,aggregation,staticNetSingle,public,,self,specified,湖北,电信,襄阳,ant.C,,False,default,0,,,,,,,,,
ant2f4487c77c09d34e695c012a02ed5,36339,smallBox,aggregation,dhcpNetSingle,restricPort,,self,specified,陕西,电信,西安,droid.B,host,False,,0,,,,,,,,,
antac61153aac1bae1f81b30b97f0b9d,91906,smallBox,aggregation,dhcpNetSingle,restricPort,联通,self,specified,广东,移动,东莞,ant.B,,False,default,0,,,,,,,,,
ant29e4cc6a01e5d3f339bab8b695c35,76214,smallBox,aggregation,dhcpNetSingle,restricPort,,self,specified,北京,联通,北京,droid.B,host,False,,0,android,armeabi-v7a,88.64,4.0,2020372.0,58572616499.0,0.0,0.0,58572616499.0
antys0361bb40168d0adb73a2318f6fc,50893,smallBox,aggregation,virtualRoute,symmetric,,self,,内蒙古,电信,呼和浩特,micro.C,,False,,0,,,,,,,,,
ant833e431ba2514e33268a6ac328318,81057,smallBox,aggregation,dhcpNetSingle,symmetric,电信,self,specified,广东,联通,深圳,ant.B,,False,default,0,,,,,,,,,
ant2ae2631ea571e3b1c9d741bd3f3c1,76214,smallBox,aggregation,dhcpNetSingle,restricPort,,self,specified,黑龙江,电信,哈尔滨,droid.B,host,False,,0,android,armeabi-v7a,202.2,5.0,1942140.0,23847805911.0,0.0,0.0,23847805911.0
ant3d96189a971dfc835d6d49f22c96e,8096,smallBox,aggregation,serverDial,symmetric,,self,specified,广东,电信,广州,ant.C,,False,default,0,,,,,,,,,
ant2dd1df9969e983b2c9f154396529d,36339,smallBox,aggregation,dhcpNetSingle,symmetric,,self,specified,黑龙江,电信,绥化,droid.B,host,False,,0,,,,,,,,,
antys17764791bcb7844cec4e3a86e86,50893,smallBox,aggregation,virtualRoute,symmetric,,self,,甘肃,电信,天水,micro.C,,False,,0,,,,,,,,,
antc06f795b9c889506161efafd05924,79205,smallBox,aggregation,virtualRoute,full,,self,specified,北京,电信,北京,ant.C,,False,default,0,,,,,,,,,
ant29bc071496ff13255a62a5b6dec3d,36339,smallBox,aggregation,dhcpNetSingle,restricPort,,self,specified,河南,联通,漯河,droid.B,host,False,,0,android,armeabi-v7a,429.06,4.0,8388608.0,5476083302.0,0.0,0.0,5476083302.0
antys1885e41e2cfa5f0c6f74d7afb56,50893,smallBox,aggregation,virtualRoute,symmetric,,self,,浙江,电信,嘉兴,micro.C,,False,,0,,,,,,,,,
ant299789bfcbedd3039a289681e087f,76214,smallBox,aggregation,dhcpNetSingle,restricPort,,self,specified,山西,联通,朔州,droid.B,host,False,default,0,android,armeabi-v7a,80.85,4.0,2059384.0,11993696174.0,0.0,0.0,11993696174.0
ant2f314cc39589a3a99a1f15ba50ff9,76214,smallBox,aggregation,dhcpNetSingle,symmetric,,self,specified,福建,移动,福州,droid.B,host,False,,0,,,,,,,,,
ant2f6b8a3d53d6d342f9dc3cd945676,76214,smallBox,aggregation,dhcpNetSingle,restricPort,,self,specified,河北,电信,邢台,droid.B,host,False,,0,,,,,,,,,
ant2fb071af005343e50bdc99b82abfd,76214,smallBox,aggregation,dhcpNetSingle,symmetric,,self,specified,湖南,联通,长沙,droid.B,host,False,,0,android,armeabi-v7a,68.47,4.0,1048576.0,4005057003.0,0.0,0.0,4005057003.0
ant4d2bb06af8a1c8f30453e89e35e1c,77385,smallBox,aggregation,dhcpNetSingle,restricPort,,self,specified,河北,电信,石家庄,droid.B,host,False,,0,,,,,,,,,
ant2da86db0feeae36c79a9846c198c9,36339,smallBox,aggregation,dhcpNetSingle,restricPort,,self,specified,黑龙江,电信,齐齐哈尔,droid.B,host,False,,0,,,,,,,,,
antys18a6a9f732652e181f85c73f906,50893,smallBox,aggregation,virtualRoute,symmetric,,self,,黑龙江,联通,哈尔滨,micro.C,,False,,0,,,,,,,,,
ant2cf7575cd25ba35048aa73d209d50,36339,smallBox,aggregation,dhcpNetSingle,symmetric,,self,specified,河南,联通,周口,droid.B,host,False,,0,,,,,,,,,
ant2fc3b891aebec35f0b4fce70cfd81,76214,smallBox,aggregation,dhcpNetSingle,restric,,self,specified,黑龙江,联通,大庆,droid.B,host,False,,0,,,,,,,,,
ant2b9282f62cd163344bd933cd6e94e,52211,smallBox,aggregation,dhcpNetSingle,symmetric,,self,specified,山东,电信,临沂,droid.B,host,False,default,0,android,armeabi-v7a,94.05,4.0,2055024.0,118648471552.0,0.0,0.0,118648471552.0
antys01a195bee275dcffe0fbd7560c7,50893,smallBox,aggregation,virtualRoute,symmetric,,self,,甘肃,电信,定西,micro.C,,False,,0,,,,,,,,,
ant4a36326e32f83af3158f2d42d9498,23867,smallBox,aggregation,dhcpNetSingle,full,,self,specified,山东,联通,菏泽,ant.B,,False,,0,linux,,104.47,4.0,1909808.0,125090922496.0,0.0,0.0,125090922496.0
ant2fa0df5806bf13100ad0ca952ee5b,76214,smallBox,aggregation,dhcpNetSingle,symmetric,,self,specified,云南,电信,大理,droid.B,host,False,,0,,,,,,,,,
ant7ff46c1c74dd0543a85691c132545,90245,smallBox,aggregation,dhcpNetSingle,full,,self,specified,上海,联通,上海,ant.B,,False,default,0,,,,,,,,,
ant2f785a1b2863d3ae886be56edfed5,77385,smallBox,aggregation,dhcpNetSingle,restricPort,,self,specified,山西,移动,太原,droid.B,host,False,,0,,,,,,,,,
antys13cca0e4ffb579f19f9ba29de32,50893,smallBox,aggregation,virtualRoute,symmetric,,self,,浙江,电信,台州,micro.C,,False,,0,,,,,,,,,
antys14b9402c77cf8f8abe26060b889,50893,smallBox,aggregation,virtualRoute,symmetric,,self,,吉林,联通,吉林,micro.C,,False,,0,,,,,,,,,
ante32dc1246b8642192e8222a1547b2,93072,smallBox,aggregation,dhcpNetSingle,restricPort,,self,specified,江苏,电信,南通,ant.B,,False,rotate,0,linux,aarch64,102.81,4.0,2024128.0,125090922496.0,0.0,0.0,125090922496.0
antys082458eeeeb36dfb1306abb9a9f,50893,smallBox,aggregation,virtualRoute,symmetric,,self,,广东,电信,广州,micro.C,,False,,0,,,,,,,,,
ante397106d39b7602dcccb16a875217,48818,smallBox,aggregation,dhcpNetSingle,restricPort,,self,specified,上海,电信,上海,ant.C,,False,default,0,linux,x86_64,307.4,2.0,1787476.0,42949672960.0,0.0,0.0,42949672960.0
ant55627e5d5f52d600ce1af3b5027ef,8241,smallBox,aggregation,virtualRoute,full,,self,specified,广西,电信,桂林,ant.C,,False,default,0,linux,x86_64,16.73,4.0,3888524.0,236223201280.0,0.0,0.0,236223201280.0
antb993f2306ac4a0967df44197a1cbb,70913,smallBox,aggregation,dhcpNetSingle,symmetric,,self,specified,江苏,联通,南京,ant.B,,False,default,0,linux,aarch64,150.0,4.0,3990732.0,263925740339.0,0.0,256087425024.0,7838315315.0
antys048bc5ba24471f2c8df0b816371,50893,smallBox,aggregation,virtualRoute,symmetric,,self,,浙江,电信,杭州,micro.C,,False,,0,,,,,,,,,
antys044e1b0df6e519a6e418a0b8201,50893,smallBox,aggregation,virtualRoute,symmetric,,self,,安徽,联通,马鞍山,micro.C,,False,,0,,,,,,,,,
ant2a393cb21788d3616a6a2366102ba,52883,smallBox,aggregation,dhcpNetSingle,restricPort,,self,specified,陕西,电信,延安,droid.B,host,False,,0,,,,,,,,,
ant2dec768558ac136b287fbeb5d54cf,67124,smallBox,aggregation,dhcpNetSingle,symmetric,,self,specified,江苏,电信,镇江,droid.B,host,False,,0,,,,,,,,,
ant2f3cd849dac023ec39af03cb3fbe8,50621,smallBox,aggregation,dhcpNetSingle,symmetric,,self,specified,云南,电信,文山,droid.B,,False,default,0,,,,,,,,,
ant2e67b8bc2da9f6d0c2f2132c16525,90709,smallBox,aggregation,dhcpNetSingle,symmetric,,self,specified,北京,联通,北京,ant.B,,False,,0,linux,aarch64,93.18,4.0,1844268.0,125090922496.0,0.0,0.0,125090922496.0
ant2e8ee353ed5783d75bf19907fdbca,76214,smallBox,aggregation,dhcpNetSingle,symmetric,,self,specified,辽宁,电信,鞍山,droid.B,host,False,,0,,,,,,,,,
ant2ad2d0b41424133fd9341f47006c0,76214,smallBox,aggregation,dhcpNetSingle,symmetric,,self,specified,上海,电信,上海,droid.B,host,False,,0,,,,,,,,,
ant6b949fed3524fcb30631756499e24,93993,smallBox,aggregation,dhcpNetSingle,symmetric,,self,specified,广东,电信,深圳,ant.C,,False,default,0,,,,,,,,,
antbb4ded60e4c766f43ac13ee759863,29989,smallBox,aggregation,dhcpNetSingle,restricPort,,self,specified,浙江,移动,杭州,ant.C,,False,default,0,linux,x86_64,1000.0,4.0,3883624.0,547608330240.0,0.0,536870912000.0,10737418240.0
ant2e2bc11a784fc3497883e7609a06a,49589,smallBox,aggregation,dhcpNetSingle,restricPort,,self,specified,陕西,移动,西安,droid.B,host,False,,0,,,,,,,,,
ant643f7889d85fcb0e9affaef6eaa12,89064,smallBox,aggregation,dhcpNetSingle,restricPort,,self,specified,广东,电信,佛山,ant.C,,False,default,0,,,,,,,,,
ant2a2abae5b3f69305ba268c7991959,89964,smallBox,aggregation,dhcpNetSingle,symmetric,联通,self,specified,广东,移动,深圳,droid.B,,False,default,0,,,,,,,,,
antdc63e2465400c34701aff4e6eb1ea,57207,smallBox,aggregation,dhcpNetSingle,full,,self,specified,北京,联通,北京,ant.C,,False,on,0,linux,x86_64,209.48,4.0,5946748.0,322122547200.0,0.0,0.0,322122547200.0
ant9d44f3b7144b335fffb5b15189126,91839,smallBox,aggregation,dhcpNetSingle,full,联通,self,specified,安徽,移动,合肥,ant.C,,False,default,0,,,,,,,,,
ant2be1425b55771324488460dd13abf,76214,smallBox,aggregation,dhcpNetSingle,restricPort,,self,specified,吉林,联通,吉林,droid.B,host,False,,0,,,,,,,,,
ant29f7f6d8c705a3c458506a118766d,52176,smallBox,aggregation,dhcpNetSingle,symmetric,,self,specified,山东,移动,济宁,droid.B,host,False,default,0,android,armeabi-v7a,94.19,4.0,2019608.0,58035745587.0,0.0,0.0,58035745587.0
antys127124cbdc9e852fcb97f6e5bf9,50893,smallBox,aggregation,virtualRoute,symmetric,,self,,江西,移动,宜春,micro.C,,False,,0,,,,,,,,,
ant2d3b2a67ca4243bea8840d522e629,77385,smallBox,aggregation,dhcpNetSingle,full,,self,specified,河南,联通,平顶山,droid.B,host,False,,0,android,armeabi-v7a,229.6,4.0,8388608.0,5637144576.0,0.0,0.0,5637144576.0
ant2ddae427f3a1139f09d324e31072e,76214,smallBox,aggregation,dhcpNetSingle,symmetric,,self,specified,湖北,电信,武汉,droid.B,host,False,,0,,,,,,,,,
ant2d2251ffb179b36fdb036c1005508,36339,smallBox,aggregation,dhcpNetSingle,restricPort,,self,specified,陕西,联通,西安,droid.B,host,False,,0,,,,,,,,,
ant2ff1e6a4ac35e3d7996942056f0ac,36339,smallBox,aggregation,dhcpNetSingle,symmetric,,self,specified,陕西,电信,榆林,droid.B,host,False,,0,android,armeabi-v7a,140.09,4.0,8388608.0,5637144576.0,0.0,0.0,5637144576.0
ant2c6d761b98fa237e6b08bf8989fd7,76214,smallBox,aggregation,dhcpNetSingle,symmetric,,self,specified,湖北,电信,武汉,droid.B,host,False,,0,android,armeabi-v7a,101.83,5.0,2976616.0,57928371404.0,0.0,0.0,57928371404.0
ant2d39eed9e4ee5386292a7b5b90364,50761,smallBox,aggregation,dhcpNetSingle,symmetric,,self,specified,江苏,移动,泰州,droid.B,,False,default,0,android,armeabi-v7a,54.84,4.0,2053196.0,73809012981.0,61976378081.0,0.0,11832634900.0
ant29e4e79d101d1c797dc763aee8b9e,53053,smallBox,aggregation,dhcpNetSingle,restricPort,,self,specified,河北,电信,邯郸,ant.C,,False,default,0,,,,,,,,,
antys1065409ebca805671ad82761129,50893,smallBox,aggregation,virtualRoute,symmetric,,self,,广西,电信,南宁,micro.C,,False,,0,,,,,,,,,
ant74de1af35ad1d3f3b163011e3df66,94552,smallBox,aggregation,dhcpNetSingle,symmetric,,self,specified,贵州,联通,黔东南,ant.B,,False,default,0,linux,,98.62,4.0,1909808.0,7838315315.0,0.0,0.0,7838315315.0
ant2d26c9807e12c3e90ab88b056f7de,76214,smallBox,aggregation,dhcpNetSingle,restricPort,,self,specified,山东,联通,临沂,droid.B,host,False,,0,android,armeabi-v7a,45.58,4.0,1048576.0,5100273664.0,0.0,0.0,5100273664.0
ant2eb74322c5a343d74ac637145756f,35230,smallBox,aggregation,dhcpNetSingle,restricPort,,self,specified,河北,联通,廊坊,droid.B,host,False,,0,,,,,,,,,
ant2e7d88bf0ec963325a70ac9ee27b4,77385,smallBox,aggregation,dhcpNetSingle,restricPort,,self,specified,河南,电信,济源,droid.B,host,False,,0,,,,,,,,,
ant2ac14b761bb6a33c393bd39cb8084,76214,smallBox,aggregation,dhcpNetSingle,restricPort,,self,specified,吉林,联通,松原,droid.B,host,False,,0,,,,,,,,,
ant2bf1f18ceccae3a148d2a2859ec56,36339,smallBox,aggregation,dhcpNetSingle,restricPort,,self,specified,河北,电信,沧州,droid.B,host,False,,0,,,,,,,,,
ant2c2c587826e1b3c3299b525448647,50903,smallBox,aggregation,dhcpNetSingle,symmetric,,self,specified,江西,电信,抚州,droid.B,host,False,default,0,android,armeabi-v7a,55.04,4.0,4063504.0,4885525299.0,0.0,0.0,4885525299.0
ant2c5bd7116e22d31f28ec9778f8255,76214,smallBox,aggregation,dhcpNetSingle,restricPort,,self,specified,河南,联通,焦作,droid.B,host,False,,0,,,,,,,,,
ant2a5b01bf787e83d23b29ce6d8c210,36339,smallBox,aggregation,dhcpNetSingle,restricPort,,self,specified,黑龙江,联通,牡丹江,droid.B,host,False,,0,,,,,,,,,
ant2a45af390a8433ea79368b94586f9,76214,smallBox,aggregation,dhcpNetSingle,symmetric,,self,specified,河南,电信,周口,droid.B,host,False,,0,,,,,,,,,
antys0d1d9e70fd038c249543de83d8e,50893,smallBox,aggregation,virtualRoute,symmetric,,self,,湖南,电信,岳阳,micro.C,,False,,0,,,,,,,,,
ant73a9d1d0ea1389002cf4817327de5,90525,smallBox,aggregation,dhcpNetSingle,symmetric,,self,specified,广东,电信,深圳,ant.B,,False,default,0,linux,,237.49,4.0,4002784.0,125198296678.0,0.0,0.0,125198296678.0
antys0665b68bd7ae62c629e206112de,50893,smallBox,aggregation,virtualRoute,symmetric,,self,,河南,联通,三门峡,micro.C,,False,,0,,,,,,,,,
antys1970c012eaabec1c3056699979b,50893,smallBox,aggregation,virtualRoute,symmetric,,self,,贵州,电信,六盘水,micro.C,,False,,0,,,,,,,,,
ant2b695d3adf2cd3416a1cb3bba08e3,77385,smallBox,aggregation,dhcpNetSingle,symmetric,,self,specified,安徽,联通,六安,droid.B,host,False,,0,,,,,,,,,
ant98f16bd237a169bc165efd6c591bd,67871,smallBox,aggregation,dhcpNetSingle,full,,self,specified,四川,联通,成都,ant.B,,False,default,0,,,,,,,,,
ant2b67fc2f9ec7339b1abe52824aeb0,36339,smallBox,aggregation,dhcpNetSingle,restricPort,,self,specified,甘肃,电信,庆阳,droid.B,host,False,default,0,android,armeabi-v7a,478.24,4.0,8388608.0,5637144576.0,0.0,0.0,5637144576.0
ant2b275417e89fa3930aa9514a8ce51,58937,smallBox,aggregation,dhcpNetSingle,restricPort,,self,specified,四川,移动,成都,droid.B,host,False,,0,android,armeabi-v7a,176.58,4.0,4003376.0,121450937712.0,0.0,0.0,121450937712.0
ant2a51e4a60f0833585ae93b61311ae,76214,smallBox,aggregation,dhcpNetSingle,symmetric,,self,specified,四川,联通,成都,droid.B,host,False,,0,,,,,,,,,
ant2dd954bc565c434e383d41f5feabb,77385,smallBox,aggregation,dhcpNetSingle,symmetric,,self,specified,福建,电信,福州,droid.B,host,False,,0,android,armeabi-v7a,10.65,4.0,8388608.0,5637144576.0,0.0,0.0,5637144576.0
ant2f260edc6215f36739c4a75626307,77385,smallBox,aggregation,dhcpNetSingle,symmetric,,self,specified,辽宁,电信,铁岭,droid.B,host,False,,0,,,,,,,,,
ant2fb73cfb7c3f931688b7b646a303e,33978,smallBox,aggregation,dhcpNetSingle,restricPort,,self,specified,山西,移动,晋中,droid.B,,False,,0,,,,,,,,,
ant886ce9d55a95c19b818c8e7a989a7,78282,smallBox,aggregation,dhcpNetSingle,restricPort,,self,specified,河南,移动,郑州,ant.C,,True,default,0,linux,x86_64,500.0,8.0,16373076.0,137438953472.0,0.0,0.0,137438953472.0
ant2c82e3361dc3838869db5865ca6a6,76214,smallBox,aggregation,dhcpNetSingle,restricPort,,self,specified,河南,电信,平顶山,droid.A,host,False,,0,android,armeabi-v7a,45.03,4.0,1861764.0,0.0,0.0,0.0,0.0
antys0d67dce6c52721288019f50119c,50893,smallBox,aggregation,,,,self,,江苏,电信,苏州,micro.B,,False,,0,,,,,,,,,
ant2c84ed4ff3a1e37c59d372a3fa0d8,76214,smallBox,aggregation,dhcpNetSingle,restricPort,,self,specified,广西,电信,南宁,droid.B,host,False,,0,,,,,,,,,
ant2bdf81eb2ef023f01bcc2c15f8846,36339,smallBox,aggregation,dhcpNetSingle,full,,self,specified,黑龙江,联通,哈尔滨,droid.B,host,False,,0,,,,,,,,,
ant2a9fcbed9b1953d6a9997109d2f1c,77385,smallBox,aggregation,dhcpNetSingle,restricPort,,self,specified,山东,联通,日照,droid.B,host,False,,0,android,armeabi-v7a,212.82,4.0,1015940.0,5637144576.0,0.0,0.0,5637144576.0
ant2affda7819fb0355e85c74d43c007,36339,smallBox,aggregation,dhcpNetSingle,full,,self,specified,湖南,电信,长沙,droid.B,host,False,,0,,,,,,,,,
ant2cca7b734a16537a6b35361c78a97,76214,smallBox,aggregation,dhcpNetSingle,restricPort,,self,specified,湖南,联通,衡阳,droid.B,host,False,,0,,,,,,,,,
ant29ac3a41382e23a618b6c7cd38f1e,77385,smallBox,aggregation,dhcpNetSingle,symmetric,,self,specified,湖北,电信,恩施,droid.B,host,False,,0,android,armeabi-v7a,221.8,4.0,8388608.0,5637144576.0,0.0,0.0,5637144576.0
antys0e3565cba4cf75350c6719937bd,50893,smallBox,aggregation,virtualRoute,symmetric,,self,,广东,电信,深圳,micro.C,,False,,0,,,,,,,,,
ant2e86ade1b04b939a7a24750d5caa8,77385,smallBox,aggregation,dhcpNetSingle,restricPort,,self,specified,吉林,联通,四平,droid.B,host,False,,0,android,armeabi-v7a,410.4,4.0,1048576.0,5637144576.0,0.0,0.0,5637144576.0
ant2db8fb42b68a731bebc5a6fba657f,56341,smallBox,aggregation,dhcpNetSingle,restricPort,电信,self,specified,山东,联通,德州,droid.B,,False,default,0,,,,,,,,,
ant2fecea35b154f35fa8765d8673036,52176,smallBox,aggregation,dhcpNetSingle,restricPort,,self,specified,陕西,电信,咸阳,droid.B,host,False,default,0,android,armeabi-v7a,48.34,4.0,2019608.0,4219805368.0,0.0,0.0,4219805368.0
ant2a8b8c700c9e1341e824da9d8f5e4,76214,smallBox,aggregation,dhcpNetSingle,restricPort,,self,specified,山东,电信,滨州,droid.B,host,False,,0,android,armeabi-v7a,30.67,4.0,2052184.0,4048006676.0,0.0,0.0,4048006676.0
antb6c1e7ea9392b9391ff823e68a110,92631,smallBox,aggregation,dhcpNetSingle,full,,self,specified,广西,联通,贵港,ant.C,,False,default,0,,,,,,,,,
antbb53fb7f623e9bd86585a607d6db1,93115,smallBox,aggregation,dhcpNetSingle,restricPort,,self,specified,广东,移动,揭阳,ant.B,,False,default,0,,,,,,,,,
ant2db3edcdb244d3103a058cd0d55fd,93220,smallBox,aggregation,dhcpNetSingle,restricPort,电信,self,specified,河南,联通,新乡,droid.B,,False,on,0,android,armeabi-v7a,73.88,4.0,2055156.0,118111600640.0,0.0,0.0,118111600640.0
ant58959327411b7225cf344956b7306,49007,smallBox,dedicated,staticNetSingle,public,,self,specified,北京,移动,北京,ant.C,,False,default,0,,,,,,,,,
ant2ed7e249f8fc232449af30cacda00,45309,smallBox,aggregation,dhcpNetSingle,restricPort,,self,specified,湖南,移动,怀化,droid.B,,False,,0,,,,,,,,,
antys0dfe3f9bd63e0d1a9e26baab035,50893,smallBox,aggregation,virtualRoute,symmetric,,self,,上海,联通,上海,micro.C,,False,,0,,,,,,,,,
ant2b2056a0ce9eb3c878a4c5535dc69,36339,smallBox,aggregation,dhcpNetSingle,restricPort,,self,specified,河北,电信,邢台,droid.B,host,False,,0,,,,,,,,,
ant2e5f85f3ab11f3254987755ba9420,36339,smallBox,aggregation,dhcpNetSingle,restricPort,,self,specified,河南,电信,许昌,droid.B,host,False,,0,,,,,,,,,
antys08ecd10ed22f133280b170dbe4b,50893,smallBox,aggregation,virtualRoute,symmetric,,self,,天津,电信,天津,micro.C,,False,,0,,,,,,,,,
ant29d731608dc90369787e76c12f953,76214,smallBox,aggregation,dhcpNetSingle,restricPort,,self,specified,四川,移动,阿坝,droid.B,host,False,,0,,,,,,,,,
anta83cc798428ebeb28e1342fc14600,68294,smallBox,aggregation,serverDial,restricPort,,self,specified,四川,联通,成都,ant.B,,False,default,0,linux,aarch64,98.0,4.0,1909808.0,123695058124.0,0.0,0.0,123695058124.0
antys010418daa64903a3f90f55caaee,50893,smallBox,aggregation,virtualRoute,symmetric,,self,,吉林,联通,长春,micro.C,,False,,0,,,,,,,,,
ant29adba62846113b42a3430de8d7ef,76214,smallBox,aggregation,dhcpNetSingle,symmetric,,self,specified,内蒙古,电信,赤峰,droid.A,host,False,,0,android,armeabi-v7a,4.3,4.0,1999916.0,26016764395.0,0.0,0.0,26016764395.0
